sku;family;categories;weight;power_requirements;description-fr_FR-print;description-fr_FR-mobile;description-en_US-print;description-en_US-mobile;description-de_DE-print;description-de_DE-mobile;name;release_date;price
18664284;mp3_players;mp3_players,audio_video_sales,takems;;;;;"<b>The Survivor MP3 Player is a true all-rounder</b>\n<b>Due to its integrated speaker you are able to hear every song in a perfect sound.</b>\n\nWith its coated aluminum housing and metallic surface the MP3 Player is a great companion. It is splash water protected and dustproof, therefore, even during outdoor activities the player knows no bounds. Thanks to the built-in speaker, it´s possible to share music with others in an excellent quality, no matter whether at the campfire, biking or meeting friends.\n\nWhen using earphones, the speaker is automatically disabled. Through its Line-IN function an external device can also be connected to the MP3-Player Survivor. Survivor supports MP3 and WMA formatted files. With the intuitive control, the handling of the player is very easy.\n\nThe integrated lithium battery persuades a long term. When using the speaker the playing time it is up to 20 hours and when using earphones 50 to 60 hours (determined by the volume).\n\nIncluded accessories: manual, data-transfer/charging cable, Line-IN cable, earphones and bike mount. Therefore, unlimited music enjoyment on the bike is no problem. Delightfully flexible this small player, isn´t it?";"MP3 Player Survivor, 8GB, 2W RMS, 0.15% THD, 90dB SNR, USB, 1500mAh 3.7V, 145g, Blue";;;"takeMS Survivor";2013-06-27;"938.66 EUR,92.06 USD"
19166250;mp3_players;mp3_players,audio_video_sales,philips;;;;;"Philips SA5MXX08KF. MP3 bit rates: 8 - 320, WMA bit rates: 5 - 192. Supported radio bands: FM. Weight: 0.022. Dimensions (WxDxH): 24.5 x 15.9 x 82.4";"Philips SA5MXX08KF, 8 - 320, 5 - 192, FM, 0.022, 24.5 x 15.9 x 82.4";;;"Philips SA5MXX08KF";2013-07-04;"317.12 EUR,677.21 USD"
19170844;mp3_players;mp3_players,audio_video_sales,sweex;;;;"Yarvik Joy Media Player 4 GB Black";;"Yarvik Joy Media Player 4 GB Black";;"Yarvik Joy Media Player 4 GB Black";"Sweex PMP200V2 MP3 player & recorder";2013-07-05;"114.22 EUR,726.77 USD"
19170845;mp3_players;mp3_players,audio_video_sales,sweex;;;;"Yarvik Joy Media Player 4 GB Silver";;"Yarvik Joy Media Player 4 GB Silver";;"Yarvik Joy Media Player 4 GB Silver";"Sweex PMP201V2 MP3 player & recorder";2013-07-05;"373.43 EUR"
19170846;mp3_players;mp3_players,audio_video_sales,sweex;;;;"Yarvik Joy Media Player 4 GB Red";;"Yarvik Joy Media Player 4 GB Red";;"Yarvik Joy Media Player 4 GB Red";"Sweex PMP202V2 MP3 player & recorder";2013-07-05;
19170847;mp3_players;mp3_players,audio_video_sales,sweex;;;;"Yarvik Joy Media Player 4 GB Pink";;"Yarvik Joy Media Player 4 GB Pink";;"Yarvik Joy Media Player 4 GB Pink";"Sweex PMP204V2 MP3 player & recorder";2013-07-05;"996.33 EUR,833.41 USD"
19171084;mp3_players;mp3_players,audio_video_sales,sony;;;"Une musique limpide en toute simplicité grâce aux 4 Go de mémoire<br/>\n<br/>Appréciez un son limpide grâce aux technologies Clear Audio: Les fonctions Clear Bass et Clear Stereo révèlent chaque détail de votre musique pour une expérience audio d'une grande pureté.<br/>\nTransferts faciles grâce à la prise en charge audio et vidéo multiple: Il vous suffit de glisser-déposer votre musique (format non DRM) depuis l'explorateur de Windows® ou depuis iTunes.<br/>\nSon homogène grâce à la fonction Dynamic Normaliser: Profitez d'une transition fluide lorsque vous passez d'un morceau à l'autre pour un volume identique à chaque morceau.<br/>\nProfitez de votre musique plus longtemps grâce à une autonomie prolongée: Jusqu'à 30 heures de musique par charge.<br/>\nEmmenez vos morceaux préférés partout avec vous grâce à une mémoire de 4 Go: Vos morceaux préférés à disposition à tout moment grâce à la mémoire de votre WALKMAN® permettant de stocker environ 950* morceaux.<br/>\nProfitez d'options pratiques: Fonction alarme / minuterie et radio FM.<br/>\n*: Nombre approximatif de morceaux de musique au format mp3 128 Kbit/s durant en moyenne 4 minutes chacun.<br/>\n";"Lecteur mp3 vidéo 4 Go avec écouteurs, écran LCD 4,5 cm et jusqu'à 30 heures d'autonomie de batterie";"Music, pure and simple with 4GB memory<br/>\n<br/>Enjoy pure sound with Clear Audio technologies: Clear Bass and Clear Stereo reveal every detail of your music for a pure listening experience.<br/>\nEasy transfers with multi audio and video support: Simply drag and drop your music (non-DRM) from Windows® Explorer and iTunes.<br/>\nConsistent sound with Dynamic Normaliser: Balance any jumps in between tracks so you can enjoy consistent volume with every song.<br/>\nListen for longer with extended battery life: Enjoy up to 30 hours of music playback from a single charge.<br/>\nTake your best songs everywhere with a 4GB memory: Have all your favourites ready to listen to, store 950* songs on your Walkman®.<br/>\nEnjoy handy extras: Including an alarm/timer function and FM radio.<br/>\n*: Approximate number of songs using 128kbps MP3 music playback and 4 minutes per song.<br/>\n";"4GB video MP3 player with in-ear headphones, 4.5cm LCD display and up to 30 hours of battery life";"Musik einfach und unverfälscht dank 4-GB-Arbeitsspeicher<br/>\n<br/>Reiner Klang dank Clear Audio-Technologien: Dank Clear Bass- und Clear Stereo-Technologien ist jedes Detail Ihrer Musik zu hören für puren Hörgenuss..<br/>\nEinfaches Übertragen dank Unterstützung für verschiedene Audio- und Videoformate: Einfaches Verschieben von Musik (nicht DRM-geschützt) per Drag & Drop aus Windows® Explorer und iTunes.<br/>\nGleichmäßiger Sound mit Dynamic Normalizer: Gleichen Sie Schwankungen zwischen Musiktiteln aus, um jeden Titel in der gleichen Lautstärke zu hören..<br/>\nLängerer Hörgenuss dank erweiterter Akkulaufzeit: Genießen Sie bis zu 30 Stunden Musikwiedergabe mit einer einzigen Akkuladung..<br/>\nNehmen Sie Ihre Lieblingstitel dank eines 4-GB-Speichers überallhin mit.: Halten Sie Ihre Favoriten stets abspielbereit, und speichern Sie bis zu 950* Titel auf Ihrem WALKMAN®..<br/>\nProfitieren Sie von praktischen Extras: Einschließlich einer Alarm-/Timer-Funktion und UKW-Radio.<br/>\n*: Ungefähre Anzahl der Titel bei einer MP3-Musikwiedergabe mit 128 kbit/s und 4 Minuten pro Titel.<br/>\n";"Video-MP3-Player mit 4 GB und Ohrhörern, 4,5-cm-LC-Display und bis zu 30 Stunden Akkulaufzeit";"Sony NWZ-E383 MP3 player & recorder";2013-07-05;"913.34 EUR,593.38 USD"
19171085;mp3_players;mp3_players,audio_video_sales,sony;;;"Un son d'une grande pureté et 8 Go de mémoire<br/>\n<br/>Profitez du mode ClearAudio+: Donnez vie à chaque détail de vos morceaux de musique grâce à la technologie audio puissante de Sony.<br/>\nMusique en continu avec système antibruit numérique: Eliminez jusqu'à 98 % du bruit ambiant afin de profiter de votre musique sans aucune distraction.<br/>\nProfitez de votre musique plus longtemps grâce à une autonomie prolongée: Jusqu'à 77 heures de musique par charge : profitez de votre musique sans vous soucier de trouver une prise de courant.<br/>\nSon homogène grâce à la fonction Dynamic Normaliser: Profitez d'une transition fluide lorsque vous passez d'un morceau à l'autre pour un volume identique à chaque morceau.<br/>\nEcoutez votre musique à votre façon grâce à la prise en charge audio multiple: Utilisez la technique du glisser-déposer pour transférer toutes vos chansons, vidéos et photos à partir de l'explorateur Windows® et d'iTunes.<br/>\nSculptez votre son avec un égaliseur 5 bandes: Personnalisez vos morceaux en augmentant ou réduisant les fréquences de coupure en fonction de vos préférences.<br/>\nAdaptez votre musique selon votre humeur avec SensMe™: Créez des listes de lecture à thèmes basées sur votre humeur. En toutes circonstances, vos listes de lecture sont à portée de main.<br/>\nJusqu'à 8 Go de stockage: Pour vos moments de détente comme pour vos soirées les plus animées, vous disposez toujours de la musique adaptée à votre humeur grâce à une capacité de stockage de 1 800* morceaux.<br/>\nDesign compact et élégant: Emmenez votre musique partout avec vous. Ce modèle WALKMAN® compact offre une finition métallique résistante idéale pour vous suivre partout.<br/>\n*: Nombre approximatif de morceaux de musique au format mp3 128 Kbit/s durant en moyenne 4 minutes chacun.<br/>\n";"Lecteur mp3 vidéo 8 Go avec écouteurs dotés d'un système antibruit numérique et d'une autonomie de batterie de 77 heures";"Just you and pure sound with 8GB memory<br/>\n<br/>Listen with ClearAudio+ mode: Bring every detail of your music to life with a combination of powerful sound technologies from Sony.<br/>\nUninterrupted music with digital noise cancelling: Remove up to 98% of ambient sound so you can enjoy your music without the distractions.<br/>\nListen for longer with extended battery life: Enjoy up to 77 hours of music playback from a single charge, so you can concentrate less on power and enjoy more of your music.<br/>\nConsistent sound with Dynamic Normaliser: Balance any jumps in between tracks so you can enjoy consistent volume with every song.<br/>\nYour music whichever way with multi audio support: Drag-and-drop all your songs, videos and photos from Windows® Explorer and iTunes.<br/>\nSculpt your sound with a 5-band equaliser: Tailor your listening by boosting or cutting frequencies to suit your personal taste.<br/>\nMatch music to your mood with SensMe™: Sort your music into themed channels to suit any mood. Whatever the occasion, enjoy ready-made playlists at your fingertips.<br/>\nBig storage with 8GB memory: From chill-out tracks to thumping tunes, store 1800* songs and always have the right music to suit your mood.<br/>\nSuper sleek, slim and stylish: Take your music everywhere and anywhere. The compact Walkman® with a durable metallic finish is perfect for busy lives.<br/>\n*: Approximate number of songs using 128kbps MP3 music playback and 4 minutes per song.<br/>\n";"8GB video MP3 player with digital noise cancelling headphones and 77 hours of battery life";"Reiner Musikgenuss mit einem 8-GB-Speicher<br/>\n<br/>Hörgenuss mit ClearAudio+-Modus: Erwecken Sie alle Details Ihrer Musik mit den leistungsstarken Sound-Technologien von Sony zum Leben..<br/>\nUngestörter Musikgenuss dank digitaler Geräuschminimierung: Mit bis zu 98 % weniger Umgebungsgeräuschen können Sie Ihre Musik ohne Ablenkungen genießen..<br/>\nLängerer Hörgenuss dank erweiterter Akkulaufzeit: Genießen Sie bis zu 77 Stunden Musikwiedergabe mit einer einzigen Akkuladung, sodass Sie sich voll auf Ihre Musik konzentrieren können..<br/>\nGleichmäßiger Sound mit Dynamic Normalizer: Gleichen Sie Schwankungen zwischen Musiktiteln aus, um jeden Titel in der gleichen Lautstärke zu hören..<br/>\nAll Ihre Musik in verschiedenen Audioformaten: Einfaches Verschieben von Musik, Videos und Fotos per Drag & Drop aus Windows® Explorer und iTunes.<br/>\nBestimmen Sie Ihren Sound mit einem 5-Band-Equalizer: Stimmen Sie Ihr Hörerlebnis durch Anpassung der Frequenzen ganz auf Ihre persönlichen Wünsche ab..<br/>\nDie passende Musik für Ihre Stimmung mit SensMe™: Ordnen Sie Ihre Musiktitel in thematische Kanäle für Ihre jeweilige Stimmungslage ein. Genießen Sie vorgefertigte Playlists für jede Gelegenheit..<br/>\nGroßer 8-GB-Speicher: Ob Chill-Out-Songs oder Dance-Tracks – mit bis zu 1800* gespeicherten Titeln haben Sie für jede Stimmung die passende musikalische Untermalung..<br/>\nSchlank und elegant: Nehmen Sie Ihre Musik überallhin mit. Der kompakte WALKMAN® mit beständigem Metallic-Design eignet sich ideal für einen aktiven Lifestyle..<br/>\n*: Ungefähre Anzahl der Titel bei einer MP3-Musikwiedergabe mit 128 kbit/s und 4 Minuten pro Titel.<br/>\n";"Video-MP3-Player mit 8 GB und Kopfhörern mit digitaler Geräuschminimierung und 77 Stunden Akkulaufzeit";"Sony NWZ-E584 MP3 player & recorder";2013-07-05;"211.86 EUR,222.8 USD"
19187532;mp3_players;mp3_players,audio_video_sales,sony;;;"Une musique limpide en toute simplicité avec 8 Go de mémoire<br/>\n<br/>Appréciez un son limpide grâce aux technologies Clear Audio: Les fonctions Clear Bass et Clear Stereo révèlent chaque détail de votre musique pour une expérience audio d'une grande pureté.<br/>\nTransferts faciles grâce à la prise en charge audio et vidéo multiple: Il vous suffit de glisser-déposer votre musique (format non DRM) depuis l'explorateur de Windows® ou depuis iTunes vers la mémoire de 8 Go.<br/>\nSon homogène grâce à la fonction Dynamic Normaliser: Profitez d'une transition fluide lorsque vous passez d'un morceau à l'autre pour un volume identique à chaque morceau.<br/>\nProfitez de votre musique plus longtemps grâce à une autonomie prolongée: Jusqu'à 30 heures de musique par charge.<br/>\nJusqu'à 8 Go de stockage: Pour vos moments de détente comme pour vos soirées les plus animées, vous disposez toujours de la musique adaptée à votre humeur grâce à une capacité de stockage de 2000 morceaux.<br/>\nProfitez d'options pratiques: Fonction alarme / minuterie et radio FM.<br/>\n*: Nombre approximatif de morceaux de musique au format mp3 128 Kbit/s durant en moyenne 4 minutes chacun.<br/>\n";"Lecteur mp3 vidéo 8 Go avec écouteurs, écran LCD 4,5 cm et jusqu'à 30 heures d'autonomie de batterie";"Music, pure and simple with 8GB memory<br/>\n<br/>Enjoy pure sound with Clear Audio technologies: Clear Bass and Clear Stereo reveal every detail of your music for a pure listening experience.<br/>\nEasy transfers with multi audio and video support: Simply drag and drop your music (non-DRM) from Windows® Explorer and iTunes enjoying 8GB of memory.<br/>\nConsistent sound with Dynamic Normaliser: Balance any jumps in between tracks so you can enjoy consistent volume with every song.<br/>\nListen for longer with extended battery life: Enjoy up to 30 hours of music playback from a single charge.<br/>\nBig storage with 8GB memory: From chill-out tracks to thumping tunes, store 2000* songs and always have the right music to suit your mood.<br/>\nEnjoy handy extras: Including an alarm/timer function and FM radio.<br/>\n*: Approximate number of songs using 128kbps MP3 music playback and 4 minutes per song.<br/>\n";"8GB video MP3 player with in-ear headphones, 4.5cm LCD display and up to 30 hours of battery life";"Musik einfach und unverfälscht dank 8-GB-Arbeitsspeicher<br/>\n<br/>Reiner Klang dank Clear Audio-Technologien: Dank Clear Bass- und Clear Stereo-Technologien ist jedes Detail Ihrer Musik zu hören für puren Hörgenuss..<br/>\nEinfaches Übertragen dank Unterstützung für verschiedene Audio- und Videoformate: Einfaches Verschieben von Musik (nicht DRM-geschützt) per Drag & Drop aus Windows® Explorer und iTunes in einen 8-GB-Speicher.<br/>\nGleichmäßiger Sound mit Dynamic Normalizer: Gleichen Sie Schwankungen zwischen Musiktiteln aus, um jeden Titel in der gleichen Lautstärke zu hören..<br/>\nLängerer Hörgenuss dank erweiterter Akkulaufzeit: Genießen Sie bis zu 30 Stunden Musikwiedergabe mit einer einzigen Akkuladung..<br/>\nGroßer 8-GB-Speicher: Ob Chill-Out-Songs oder Dance-Tracks – mit bis zu 2000* gespeicherten Titeln haben Sie für jede Stimmung die passende musikalische Untermalung..<br/>\nProfitieren Sie von praktischen Extras: Einschließlich einer Alarm-/Timer-Funktion und UKW-Radio.<br/>\n*: Ungefähre Anzahl der Titel bei einer MP3-Musikwiedergabe mit 128 kbit/s und 4 Minuten pro Titel.<br/>\n";"Video-MP3-Player mit 8 GB und Ohrhörern, 4,5-cm-LC-Display und bis zu 30 Stunden Akkulaufzeit";"Sony NWZ-E384 MP3 player & recorder";2013-07-06;"941.86 USD"
19203181;mp3_players;mp3_players,audio_video_sales,sony;;;"Un son d'une grande pureté et 16 Go de mémoire<br/>\n<br/>Profitez du mode ClearAudio+: Donnez vie à chaque détail de vos morceaux de musique grâce à la technologie audio puissante de Sony.<br/>\nMusique en continu avec système antibruit numérique: Eliminez jusqu'à 98 % du bruit ambiant afin de profiter de votre musique sans aucune distraction.<br/>\nProfitez de votre musique plus longtemps grâce à une autonomie prolongée: Jusqu'à 77 heures de musique par charge : profitez de votre musique sans vous soucier de trouver une prise de courant.<br/>\nSon homogène grâce à la fonction Dynamic Normaliser: Profitez d'une transition fluide lorsque vous passez d'un morceau à l'autre pour un volume identique à chaque morceau.<br/>\nEcoutez votre musique à votre façon grâce à la prise en charge audio multiple: Utilisez la technique du glisser-déposer pour transférer toutes vos chansons, vidéos et photos à partir de l'explorateur Windows® et d'iTunes.<br/>\nSculptez votre son avec un égaliseur 5 bandes: Personnalisez vos morceaux en augmentant ou réduisant les fréquences de coupure en fonction de vos préférences.<br/>\nAdaptez votre musique selon votre humeur avec SensMe™: Créez des listes de lecture à thèmes basées sur votre humeur. En toutes circonstances, vos listes de lecture sont à portée de main.<br/>\nJusqu'à 16 Go de stockage: Vous n'êtes plus obligé de vous restreindre à vos morceaux préférés et vous disposez toujours de la musique adaptée à votre humeur, grâce à une capacité de stockage de 3 700* morceaux.<br/>\nDesign compact et élégant: Emmenez votre musique partout avec vous. Ce modèle WALKMAN® compact offre une finition métallique résistante idéale pour vous suivre partout.<br/>\n*: Nombre approximatif de morceaux de musique au format mp3 128 Kbit/s durant en moyenne 4 minutes chacun.<br/>\n";"Lecteur mp3 vidéo 16 Go avec écouteurs dotés d'un système antibruit numériques et d'une autonomie de batterie de 77 heures";"Just you and pure sound with 16GB memory<br/>\n<br/>Listen with ClearAudio+ mode: Bring every detail of your music to life with a combination of powerful sound technologies from Sony.<br/>\nUninterrupted music with digital noise cancelling: Remove up to 98% of ambient sound so you can enjoy your music without the distractions.<br/>\nListen for longer with extended battery life: Enjoy up to 77 hours of music playback from a single charge, so you can concentrate less on power and enjoy more of your music.<br/>\nConsistent sound with Dynamic Normaliser: Balance any jumps in between tracks so you can enjoy consistent volume with every song.<br/>\nYour music whichever way with multi audio support: Drag-and-drop all your songs, videos and photos from Windows® Explorer and iTunes.<br/>\nSculpt your sound with a 5-band equaliser: Tailor your listening by boosting or cutting frequencies to suit your personal taste.<br/>\nMatch music to your mood with SensMe™: Sort your music into themed channels to suit any mood. Whatever the occasion, enjoy ready-made playlists at your fingertips.<br/>\nHuge storage with 16GB memory: You can store all your favourites and more with 3700* songs, always have the right music to suit your mood.<br/>\nSuper sleek, slim and stylish: Take your music everywhere and anywhere. The compact Walkman® with a durable metallic finish is perfect for busy lives.<br/>\n*: Approximate number of songs using 128kbps MP3 music playback and 4 minutes per song.<br/>\n";"16GB video MP3 player with digital noise cancelling headphones and 77 hours of battery life";"Reiner Musikgenuss mit einem 16-GB-Speicher<br/>\n<br/>Hörgenuss mit ClearAudio+-Modus: Erwecken Sie alle Details Ihrer Musik mit den leistungsstarken Sound-Technologien von Sony zum Leben..<br/>\nUngestörter Musikgenuss dank digitaler Geräuschminimierung: Mit bis zu 98 % weniger Umgebungsgeräuschen können Sie Ihre Musik ohne Ablenkungen genießen..<br/>\nLängerer Hörgenuss dank erweiterter Akkulaufzeit: Genießen Sie bis zu 77 Stunden Musikwiedergabe mit einer einzigen Akkuladung, sodass Sie sich voll auf Ihre Musik konzentrieren können..<br/>\nGleichmäßiger Sound mit Dynamic Normalizer: Gleichen Sie Schwankungen zwischen Musiktiteln aus, um jeden Titel in der gleichen Lautstärke zu hören..<br/>\nAll Ihre Musik in verschiedenen Audioformaten: Einfaches Verschieben von Musik, Videos und Fotos per Drag & Drop aus Windows® Explorer und iTunes.<br/>\nBestimmen Sie Ihren Sound mit einem 5-Band-Equalizer: Stimmen Sie Ihr Hörerlebnis durch Anpassung der Frequenzen ganz auf Ihre persönlichen Wünsche ab..<br/>\nDie passende Musik für Ihre Stimmung mit SensMe™: Ordnen Sie Ihre Musiktitel in thematische Kanäle für Ihre jeweilige Stimmungslage ein. Genießen Sie vorgefertigte Playlists für jede Gelegenheit..<br/>\nGroßer 16-GB-Speicher: Mit bis zu 3700* gespeicherten Titeln haben Sie für jede Stimmung die passende musikalische Untermalung..<br/>\nSchlank und elegant: Nehmen Sie Ihre Musik überallhin mit. Der kompakte WALKMAN® mit beständigem Metallic-Design eignet sich ideal für einen aktiven Lifestyle..<br/>\n*: Ungefähre Anzahl der Titel bei einer MP3-Musikwiedergabe mit 128 kbit/s und 4 Minuten pro Titel.<br/>\n";"Video-MP3-Player mit 16 GB und Kopfhörern mit digitaler Geräuschminimierung und 77 Stunden Akkulaufzeit";"Sony NWZ-E585 MP3 player & recorder";2013-07-10;"33.92 USD"
19315691;mp3_players;mp3_players,audio_video_sales,sony;;;"<b>NWZ-E384 Lecteur mp3 vidéo WALKMAN®</b>\n<b>Une musique limpide en toute simplicité avec 8 Go de mémoire</b>\n\nLecteur mp3 vidéo 8 Go avec écouteurs, écran LCD 4,5 cm et jusqu'à 30 heures d'autonomie de batterie\n\n- Profitez d'un son détaillé grâce aux technologies Clear Audio\n- Jusqu'à 30 heures de musique\n- Glissez-déposez les chansons depuis votre bibliothèque musicale\n\n<b>Excellente qualité audio lors de vos déplacements</b>\n\nEmmenez vos morceaux de musique préférés partout avec vous avec le WALKMAN® de Sony. Grâce à un son riche et détaillé associé à une autonomie de batterie prolongée, vous pouvez profiter de vos morceaux préférés à tout moment.\n\n<b>Son tout en clarté et netteté</b>\n\nProfitez des moindres variations de rythme grâce au son stéréo détaillé et aux basses dynamiques offertes par les technologies Clear Audio de Sony. Que ce soit un morceau de musique classique ou le dernier titre du hit-parade, vous l'entendrez avec un niveau de détail inégalé, même s'il s'agit d'un fichier hautement compressé.\n\n<b>Augmentez votre autonomie</b>\n\nParce que vous êtes toujours en marche, l'autonomie de la batterie ne doit pas s'interposer entre vous et votre musique. Profitez d'un temps de lecture de musique pouvant aller jusqu'à 30 heures à partir d'une seule charge, et bénéficiez de vos morceaux encore plus longtemps.\n\n<b>Transferts aisés</b>\n\nCréez du bout des doigts la collection audio idéale. Il vous suffit de glisser-déposer vos morceaux favoris et vos vidéos et listes de lectures préférées (non DRM uniquement) depuis l'explorateur de Windows® ou depuis iTunes pour concevoir des listes de lecture adaptées à chaque instant.\n\n<b>Votre WALKMAN®, vos choix</b>\n\nLa musique est affaire de choix personnels, et votre WALKMAN® se doit de l'être également. Profitez d'une conception haute en couleurs conçue pour refléter votre personnalité et découvrez des fonctions supplémentaires pratiques telles que l'alarme, la minuterie ou la radio FM.";"4.4958 cm (1.77 "") 128x160 LED, 8GB, MP3/WMV9, FM, USB, 52g";"<b>NWZ-E384 Walkman® video MP3 player</b>\n<b>Music, pure and simple with 8GB memory</b>\n\n8GB video MP3 player with in-ear headphones, 4.5cm LCD display and up to 30 hours of battery life\n\n- Hear detailed sound with Clear Audio technologies\n- Listen for longer with 30 hours of music\n- Drag and drop songs from your music library";"4.4958 cm (1.77 "") 128x160 LED, 8GB, MP3/WMV9, FM, USB, 52g";"<b>NWZ-E384 Walkman® Video-mp3-Player</b>\n<b>Musik einfach und unverfälscht dank 8-GB-Arbeitsspeicher</b>\n\nVideo-MP3-Player mit 8 GB und Ohrhörern, 4,5-cm-LC-Display und bis zu 30 Stunden Akkulaufzeit\n\n- Detailreicher Klang dank Clear Audio-Technologien\n- Dank 30 Stunden Wiedergabe noch länger Musik hören\n- Songs per Drag & Drop von Ihrer Musikbibliothek herunter ziehen\n\n<b>Unverfälschter Sound für unterwegs</b>\n\nNehmen Sie das Beste aus Ihrer Musiksammlung mit auf Reisen mit einem WALKMAN® von Sony. Mit vollem, detailreichem Sound und einem Akku, der Sie nicht im Stich lässt, können Sie Ihre Musik genießen, wo und wann immer Sie wollen.\n\n<b>Klarer, unverfälschter Klang</b>\n\nHören Sie dank Clear Audio-Technologien von Sony jeden Beat in klarem, detailliertem Stereo und mit dynamischem Bass. Ganz egal, ob Klassik oder die neuesten Hits, freuen Sie sich auf einen satten Sound, bei dem Sie jedes Detail genau hören werden – selbst bei stark komprimierten Musikdateien.\n\n<b>Längere Akkulaufzeit</b>\n\nLassen Sie sich von einer kurzen Akkulaufzeit nicht Ihre Lieblingsmusik verderben. Denn Sie stehen nie still. Und Ihre Musik sollte es auch nicht. Mit einer Wiedergabezeit von bis zu 30 Stunden mit nur einer einzigen Akkuladung können Sie sich auf noch längeren Musikgenuss freuen.\n\n<b>Einfaches Übertragen</b>\n\nStellen Sie sich nach Belieben Ihre eigene Musiksammlung zusammen, auf die Sie im Handumdrehen zugreifen können. Verschieben Sie Ihre Lieblingslieder, -videos und -Playlisten (nur nicht-DRM-geschützte Inhalte) per Drag & Drop ganz einfach aus Windows® Explorer und iTunes, um Ihre persönlichen Playlisten für jede Gelegenheit zu erstellen.\n\n<b>Ihr Walkman®, so wie Sie ihn wollen</b>\n\nMusik ist eine ganz individuelle Sache, und Ihr Walkman® sollte es auch sein. Suchen Sie sich ein farbenfrohes Modell aus, das zu Ihrer Persönlichkeit passt, und freuen Sie sich auf praktische Extras wie Weck- und Timer-Funktion sowie UKW-Radio.";"4.4958 cm (1.77 "") 128x160 LED, 8GB, MP3/WMV9, FM, USB, 52g";"Sony Walkman NWZ-E384";2013-07-21;"990.06 EUR,696.35 USD"
